結	1	□□□□，□□□結
溢	1	四時不和，害氣蕃溢
疾	1	嗟命何辜，獨遭斯疾
游	1	□□□（勞），忽然遠游
丘	1	將即幽都，歸于電丘
流	1	涼風滲淋，寒水北流
期	1	□□□□，□□□期
滋	1	痛哉仁人，積德若滋
施	1	孔子大聖，抱道不施
此	1	□□□淵，亦遇此（菑）
有	1	守善不報，自古有之
離	1	非獨孝琚，遭逢百離
覆	1	□□□□，□□□覆
洽	1	恨不伸志，翻揚隆洽
修	1	身滅名存，美稱修（飭）
昆	1	□□□（日吉），流惠後昆
延	1	四時祭祀，煙火連延
人	1	萬歲不絕，勖于後人
鎮	1	曜武南會，邊民是鎮
身	1	惟□□□，憂及退身
藩	1	叅議帝室，剖苻守藩
聲	1	北靖□□，有□有聲
榮	1	旋守中嶽，幽滯以榮
寧	1	含澤戴仁，□□攸寧
陽	1	剋長剋君，不虞不陽
香	1	維明維允，燿此聲香
功	1	能悊能惠，剋亮天功
光	1	入統□□，赳赳光光
行	1	法言稽古，道而後行
羊	1	競競業業，素絲《羔羊》
昂	1	誾誾侃侃，顒顒昂昂
相	1	蹈規履榘，金玉其相
章	1	謇謇王臣，羣公憲章
彊	1	樂旨君子，□□无彊
傳	1	□問□□，萬世是傳
純	孝	24	Mou2008.100.1
純	人	24	Mou2008.100.1
純	經	24	Mou2008.100.1
純	呈	24	Mou2008.100.1
純	平	24	Mou2008.100.1
純	民	24	Mou2008.100.1
純	鎮	24	Mou2008.100.1
純	身	24	Mou2008.100.1
純	藩	24	Mou2008.100.1
純	聲	24	Mou2008.100.1
純	榮	24	Mou2008.100.1
純	寧	24	Mou2008.100.1
純	陽	24	Mou2008.100.1
純	香	24	Mou2008.100.1
純	功	24	Mou2008.100.1
純	光	24	Mou2008.100.1
純	行	24	Mou2008.100.1
純	羊	24	Mou2008.100.1
純	昂	24	Mou2008.100.1
純	相	24	Mou2008.100.1
純	章	24	Mou2008.100.1
純	彊	24	Mou2008.100.1
純	傳	24	Mou2008.100.1
孝	人	24	Mou2008.100.1
孝	經	24	Mou2008.100.1
孝	呈	24	Mou2008.100.1
孝	平	24	Mou2008.100.1
孝	民	24	Mou2008.100.1
孝	鎮	24	Mou2008.100.1
孝	身	24	Mou2008.100.1
孝	藩	24	Mou2008.100.1
孝	聲	24	Mou2008.100.1
孝	榮	24	Mou2008.100.1
孝	寧	24	Mou2008.100.1
孝	陽	24	Mou2008.100.1
孝	香	24	Mou2008.100.1
孝	功	24	Mou2008.100.1
孝	光	24	Mou2008.100.1
孝	行	24	Mou2008.100.1
孝	羊	24	Mou2008.100.1
孝	昂	24	Mou2008.100.1
孝	相	24	Mou2008.100.1
孝	章	24	Mou2008.100.1
孝	彊	24	Mou2008.100.1
孝	傳	24	Mou2008.100.1
人	經	24	Mou2008.100.1
人	呈	24	Mou2008.100.1
人	平	24	Mou2008.100.1
人	民	24	Mou2008.100.1
人	鎮	24	Mou2008.100.1
人	身	24	Mou2008.100.1
人	藩	24	Mou2008.100.1
人	聲	24	Mou2008.100.1
人	榮	24	Mou2008.100.1
人	寧	24	Mou2008.100.1
人	陽	24	Mou2008.100.1
人	香	24	Mou2008.100.1
人	功	24	Mou2008.100.1
人	光	24	Mou2008.100.1
人	行	24	Mou2008.100.1
人	羊	24	Mou2008.100.1
人	昂	24	Mou2008.100.1
人	相	24	Mou2008.100.1
人	章	24	Mou2008.100.1
人	彊	24	Mou2008.100.1
人	傳	24	Mou2008.100.1
經	呈	24	Mou2008.100.1
經	平	24	Mou2008.100.1
經	民	24	Mou2008.100.1
經	鎮	24	Mou2008.100.1
經	身	24	Mou2008.100.1
經	藩	24	Mou2008.100.1
經	聲	24	Mou2008.100.1
經	榮	24	Mou2008.100.1
經	寧	24	Mou2008.100.1
經	陽	24	Mou2008.100.1
經	香	24	Mou2008.100.1
經	功	24	Mou2008.100.1
經	光	24	Mou2008.100.1
經	行	24	Mou2008.100.1
經	羊	24	Mou2008.100.1
經	昂	24	Mou2008.100.1
經	相	24	Mou2008.100.1
經	章	24	Mou2008.100.1
經	彊	24	Mou2008.100.1
經	傳	24	Mou2008.100.1
呈	平	24	Mou2008.100.1
呈	民	24	Mou2008.100.1
呈	鎮	24	Mou2008.100.1
呈	身	24	Mou2008.100.1
呈	藩	24	Mou2008.100.1
呈	聲	24	Mou2008.100.1
呈	榮	24	Mou2008.100.1
呈	寧	24	Mou2008.100.1
呈	陽	24	Mou2008.100.1
呈	香	24	Mou2008.100.1
呈	功	24	Mou2008.100.1
呈	光	24	Mou2008.100.1
呈	行	24	Mou2008.100.1
呈	羊	24	Mou2008.100.1
呈	昂	24	Mou2008.100.1
呈	相	24	Mou2008.100.1
呈	章	24	Mou2008.100.1
呈	彊	24	Mou2008.100.1
呈	傳	24	Mou2008.100.1
平	民	24	Mou2008.100.1
平	鎮	24	Mou2008.100.1
平	身	24	Mou2008.100.1
平	藩	24	Mou2008.100.1
平	聲	24	Mou2008.100.1
平	榮	24	Mou2008.100.1
平	寧	24	Mou2008.100.1
平	陽	24	Mou2008.100.1
平	香	24	Mou2008.100.1
平	功	24	Mou2008.100.1
平	光	24	Mou2008.100.1
平	行	24	Mou2008.100.1
平	羊	24	Mou2008.100.1
平	昂	24	Mou2008.100.1
平	相	24	Mou2008.100.1
平	章	24	Mou2008.100.1
平	彊	24	Mou2008.100.1
平	傳	24	Mou2008.100.1
民	鎮	24	Mou2008.100.1
民	身	24	Mou2008.100.1
民	藩	24	Mou2008.100.1
民	聲	24	Mou2008.100.1
民	榮	24	Mou2008.100.1
民	寧	24	Mou2008.100.1
民	陽	24	Mou2008.100.1
民	香	24	Mou2008.100.1
民	功	24	Mou2008.100.1
民	光	24	Mou2008.100.1
民	行	24	Mou2008.100.1
民	羊	24	Mou2008.100.1
民	昂	24	Mou2008.100.1
民	相	24	Mou2008.100.1
民	章	24	Mou2008.100.1
民	彊	24	Mou2008.100.1
民	傳	24	Mou2008.100.1
鎮	身	24	Mou2008.100.1
鎮	藩	24	Mou2008.100.1
鎮	聲	24	Mou2008.100.1
鎮	榮	24	Mou2008.100.1
鎮	寧	24	Mou2008.100.1
鎮	陽	24	Mou2008.100.1
鎮	香	24	Mou2008.100.1
鎮	功	24	Mou2008.100.1
鎮	光	24	Mou2008.100.1
鎮	行	24	Mou2008.100.1
鎮	羊	24	Mou2008.100.1
鎮	昂	24	Mou2008.100.1
鎮	相	24	Mou2008.100.1
鎮	章	24	Mou2008.100.1
鎮	彊	24	Mou2008.100.1
鎮	傳	24	Mou2008.100.1
身	藩	24	Mou2008.100.1
身	聲	24	Mou2008.100.1
身	榮	24	Mou2008.100.1
身	寧	24	Mou2008.100.1
身	陽	24	Mou2008.100.1
身	香	24	Mou2008.100.1
身	功	24	Mou2008.100.1
身	光	24	Mou2008.100.1
身	行	24	Mou2008.100.1
身	羊	24	Mou2008.100.1
身	昂	24	Mou2008.100.1
身	相	24	Mou2008.100.1
身	章	24	Mou2008.100.1
身	彊	24	Mou2008.100.1
身	傳	24	Mou2008.100.1
藩	聲	24	Mou2008.100.1
藩	榮	24	Mou2008.100.1
藩	寧	24	Mou2008.100.1
藩	陽	24	Mou2008.100.1
藩	香	24	Mou2008.100.1
藩	功	24	Mou2008.100.1
藩	光	24	Mou2008.100.1
藩	行	24	Mou2008.100.1
藩	羊	24	Mou2008.100.1
藩	昂	24	Mou2008.100.1
藩	相	24	Mou2008.100.1
藩	章	24	Mou2008.100.1
藩	彊	24	Mou2008.100.1
藩	傳	24	Mou2008.100.1
聲	榮	24	Mou2008.100.1
聲	寧	24	Mou2008.100.1
聲	陽	24	Mou2008.100.1
聲	香	24	Mou2008.100.1
聲	功	24	Mou2008.100.1
聲	光	24	Mou2008.100.1
聲	行	24	Mou2008.100.1
聲	羊	24	Mou2008.100.1
聲	昂	24	Mou2008.100.1
聲	相	24	Mou2008.100.1
聲	章	24	Mou2008.100.1
聲	彊	24	Mou2008.100.1
聲	傳	24	Mou2008.100.1
榮	寧	24	Mou2008.100.1
榮	陽	24	Mou2008.100.1
榮	香	24	Mou2008.100.1
榮	功	24	Mou2008.100.1
榮	光	24	Mou2008.100.1
榮	行	24	Mou2008.100.1
榮	羊	24	Mou2008.100.1
榮	昂	24	Mou2008.100.1
榮	相	24	Mou2008.100.1
榮	章	24	Mou2008.100.1
榮	彊	24	Mou2008.100.1
榮	傳	24	Mou2008.100.1
寧	陽	24	Mou2008.100.1
寧	香	24	Mou2008.100.1
寧	功	24	Mou2008.100.1
寧	光	24	Mou2008.100.1
寧	行	24	Mou2008.100.1
寧	羊	24	Mou2008.100.1
寧	昂	24	Mou2008.100.1
寧	相	24	Mou2008.100.1
寧	章	24	Mou2008.100.1
寧	彊	24	Mou2008.100.1
寧	傳	24	Mou2008.100.1
陽	香	24	Mou2008.100.1
陽	功	24	Mou2008.100.1
陽	光	24	Mou2008.100.1
陽	行	24	Mou2008.100.1
陽	羊	24	Mou2008.100.1
陽	昂	24	Mou2008.100.1
陽	相	24	Mou2008.100.1
陽	章	24	Mou2008.100.1
陽	彊	24	Mou2008.100.1
陽	傳	24	Mou2008.100.1
香	功	24	Mou2008.100.1
香	光	24	Mou2008.100.1
香	行	24	Mou2008.100.1
香	羊	24	Mou2008.100.1
香	昂	24	Mou2008.100.1
香	相	24	Mou2008.100.1
香	章	24	Mou2008.100.1
香	彊	24	Mou2008.100.1
香	傳	24	Mou2008.100.1
功	光	24	Mou2008.100.1
功	行	24	Mou2008.100.1
功	羊	24	Mou2008.100.1
功	昂	24	Mou2008.100.1
功	相	24	Mou2008.100.1
功	章	24	Mou2008.100.1
功	彊	24	Mou2008.100.1
功	傳	24	Mou2008.100.1
光	行	24	Mou2008.100.1
光	羊	24	Mou2008.100.1
光	昂	24	Mou2008.100.1
光	相	24	Mou2008.100.1
光	章	24	Mou2008.100.1
光	彊	24	Mou2008.100.1
光	傳	24	Mou2008.100.1
行	羊	24	Mou2008.100.1
行	昂	24	Mou2008.100.1
行	相	24	Mou2008.100.1
行	章	24	Mou2008.100.1
行	彊	24	Mou2008.100.1
行	傳	24	Mou2008.100.1
羊	昂	24	Mou2008.100.1
羊	相	24	Mou2008.100.1
羊	章	24	Mou2008.100.1
羊	彊	24	Mou2008.100.1
羊	傳	24	Mou2008.100.1
昂	相	24	Mou2008.100.1
昂	章	24	Mou2008.100.1
昂	彊	24	Mou2008.100.1
昂	傳	24	Mou2008.100.1
相	章	24	Mou2008.100.1
相	彊	24	Mou2008.100.1
相	傳	24	Mou2008.100.1
章	彊	24	Mou2008.100.1
章	傳	24	Mou2008.100.1
彊	傳	24	Mou2008.100.1
君	1	其辭曰：玄乾鍾德，于我楊君
瑩	1	其德伊何，如玉如瑩
仁	1	烝烝其孝，恂恂其仁
文	1	□□□□，□□□文
君	瑩	4	Mou2008.101.1
君	仁	4	Mou2008.101.1
君	文	4	Mou2008.101.1
瑩	仁	4	Mou2008.101.1
瑩	文	4	Mou2008.101.1
仁	文	4	Mou2008.101.1
靈	1	昔在仲尼，汁光之精，大帝所挺，顔母毓靈
臻	1	承敝遭衰，黑不代倉，□㳅應聘，嘆鳳不臻
千	1	自衛反魯，養徒三千
應	1	獲麟趣作，端門見徵，血書著紀，黃玉𩐿應
行	1	主爲漢制，道審可行
經	1	乃作《春秋》，復演《孝經》
談	1	刪定六藝，象與天談
然	1	鉤《河》擿《雒》，𨛀揆未然
崇	1	魏魏蕩蕩，與乾比崇
靈	臻	9	Mou2008.102.1
靈	千	9	Mou2008.102.1
靈	應	9	Mou2008.102.1
靈	行	9	Mou2008.102.1
靈	經	9	Mou2008.102.1
靈	談	9	Mou2008.102.1
靈	然	9	Mou2008.102.1
靈	崇	9	Mou2008.102.1
臻	千	9	Mou2008.102.1
臻	應	9	Mou2008.102.1
臻	行	9	Mou2008.102.1
臻	經	9	Mou2008.102.1
臻	談	9	Mou2008.102.1
臻	然	9	Mou2008.102.1
臻	崇	9	Mou2008.102.1
千	應	9	Mou2008.102.1
千	行	9	Mou2008.102.1
千	經	9	Mou2008.102.1
千	談	9	Mou2008.102.1
千	然	9	Mou2008.102.1
千	崇	9	Mou2008.102.1
應	行	9	Mou2008.102.1
應	經	9	Mou2008.102.1
應	談	9	Mou2008.102.1
應	然	9	Mou2008.102.1
應	崇	9	Mou2008.102.1
行	經	9	Mou2008.102.1
行	談	9	Mou2008.102.1
行	然	9	Mou2008.102.1
行	崇	9	Mou2008.102.1
經	談	9	Mou2008.102.1
經	然	9	Mou2008.102.1
經	崇	9	Mou2008.102.1
談	然	9	Mou2008.102.1
談	崇	9	Mou2008.102.1
然	崇	9	Mou2008.102.1
皇	1	其辭曰：赫赫休哉，故神君皇
紀	1	又有鴻稱，升遐見紀
恃	1	子孫仚予，慕仰靡恃
理	1	故刊茲石，𨖫達情理
祉	1	願時仿佛，賜其嘉祉
皇	紀	5	Mou2008.104.1
皇	恃	5	Mou2008.104.1
皇	理	5	Mou2008.104.1
皇	祉	5	Mou2008.104.1
紀	恃	5	Mou2008.104.1
紀	理	5	Mou2008.104.1
紀	祉	5	Mou2008.104.1
恃	理	5	Mou2008.104.1
恃	祉	5	Mou2008.104.1
理	祉	5	Mou2008.104.1
榮	1	惟漢建寧，號政三年，三月戊午，甲寅中旬，痛哉可哀，許阿瞿，年甫五歲，去離世榮
夜	1	遂就長夜
星	1	不見日星
冥	1	神靈獨處，下歸窈冥
顔	1	永與家絕，豈復望顔
營	1	謁見先祖，念子營營
親	1	三增仗人，皆往弔親
西	1	瞿不識之，啼泣東西
遷	1	久乃隨逐，當時復遷
甘	1	□王五月，不□晚甘
篇	1	贏劣瘦□，投財連篇
塵	1	□□□此，□□土塵
人	1	立起□埽，以快往人
榮	夜	13	Mou2008.106.1
榮	星	13	Mou2008.106.1
榮	冥	13	Mou2008.106.1
榮	顔	13	Mou2008.106.1
榮	營	13	Mou2008.106.1
榮	親	13	Mou2008.106.1
榮	西	13	Mou2008.106.1
榮	遷	13	Mou2008.106.1
榮	甘	13	Mou2008.106.1
榮	篇	13	Mou2008.106.1
榮	塵	13	Mou2008.106.1
榮	人	13	Mou2008.106.1
夜	星	13	Mou2008.106.1
夜	冥	13	Mou2008.106.1
夜	顔	13	Mou2008.106.1
夜	營	13	Mou2008.106.1
夜	親	13	Mou2008.106.1
夜	西	13	Mou2008.106.1
夜	遷	13	Mou2008.106.1
夜	甘	13	Mou2008.106.1
夜	篇	13	Mou2008.106.1
夜	塵	13	Mou2008.106.1
夜	人	13	Mou2008.106.1
星	冥	13	Mou2008.106.1
星	顔	13	Mou2008.106.1
星	營	13	Mou2008.106.1
星	親	13	Mou2008.106.1
星	西	13	Mou2008.106.1
星	遷	13	Mou2008.106.1
星	甘	13	Mou2008.106.1
星	篇	13	Mou2008.106.1
星	塵	13	Mou2008.106.1
星	人	13	Mou2008.106.1
冥	顔	13	Mou2008.106.1
冥	營	13	Mou2008.106.1
冥	親	13	Mou2008.106.1
冥	西	13	Mou2008.106.1
冥	遷	13	Mou2008.106.1
冥	甘	13	Mou2008.106.1
冥	篇	13	Mou2008.106.1
冥	塵	13	Mou2008.106.1
冥	人	13	Mou2008.106.1
顔	營	13	Mou2008.106.1
顔	親	13	Mou2008.106.1
顔	西	13	Mou2008.106.1
顔	遷	13	Mou2008.106.1
顔	甘	13	Mou2008.106.1
顔	篇	13	Mou2008.106.1
顔	塵	13	Mou2008.106.1
顔	人	13	Mou2008.106.1
營	親	13	Mou2008.106.1
營	西	13	Mou2008.106.1
營	遷	13	Mou2008.106.1
營	甘	13	Mou2008.106.1
營	篇	13	Mou2008.106.1
營	塵	13	Mou2008.106.1
營	人	13	Mou2008.106.1
親	西	13	Mou2008.106.1
親	遷	13	Mou2008.106.1
親	甘	13	Mou2008.106.1
親	篇	13	Mou2008.106.1
親	塵	13	Mou2008.106.1
親	人	13	Mou2008.106.1
西	遷	13	Mou2008.106.1
西	甘	13	Mou2008.106.1
西	篇	13	Mou2008.106.1
西	塵	13	Mou2008.106.1
西	人	13	Mou2008.106.1
遷	甘	13	Mou2008.106.1
遷	篇	13	Mou2008.106.1
遷	塵	13	Mou2008.106.1
遷	人	13	Mou2008.106.1
甘	篇	13	Mou2008.106.1
甘	塵	13	Mou2008.106.1
甘	人	13	Mou2008.106.1
篇	塵	13	Mou2008.106.1
篇	人	13	Mou2008.106.1
塵	人	13	Mou2008.106.1
闕	1	𥫄祖□風，行無遺闕
弼	1	授政股肱，諫爭匡弼
栗	1	威外梱，属城震栗
立	1	宰守伯煩，垂名所立
位	1	表貢王庭，望極爵位
遂	1	何辜穹倉，官寵不遂
季	1	予惟三六，庶昔延季
世	1	建豎斯碑，傳于萬世
滅	1	子孫繁昌，永不滅
哉	1	嗚呼𢜺哉，嗚呼哀哉！
邦	1	曰：山陵玄室，□斯邦兮
清	1	先人質，尚約清兮
臧	1	汶飭不雕，隩臧兮
松	1	季子信舊，帶掛松兮
揚	1	僑俗追歿，激□揚兮
嘉	1	亡而像存，樂嘉兮
鳴	1	宗子于集，其鳴兮
㐬	1	四祀烝甞，不廢㐬兮
闕	弼	18	Mou2008.105.1
闕	栗	18	Mou2008.105.1
闕	立	18	Mou2008.105.1
闕	位	18	Mou2008.105.1
闕	遂	18	Mou2008.105.1
闕	季	18	Mou2008.105.1
闕	世	18	Mou2008.105.1
闕	滅	18	Mou2008.105.1
闕	哉	18	Mou2008.105.1
闕	邦	18	Mou2008.105.1
闕	清	18	Mou2008.105.1
闕	臧	18	Mou2008.105.1
闕	松	18	Mou2008.105.1
闕	揚	18	Mou2008.105.1
闕	嘉	18	Mou2008.105.1
闕	鳴	18	Mou2008.105.1
闕	㐬	18	Mou2008.105.1
弼	栗	18	Mou2008.105.1
弼	立	18	Mou2008.105.1
弼	位	18	Mou2008.105.1
弼	遂	18	Mou2008.105.1
弼	季	18	Mou2008.105.1
弼	世	18	Mou2008.105.1
弼	滅	18	Mou2008.105.1
弼	哉	18	Mou2008.105.1
弼	邦	18	Mou2008.105.1
弼	清	18	Mou2008.105.1
弼	臧	18	Mou2008.105.1
弼	松	18	Mou2008.105.1
弼	揚	18	Mou2008.105.1
弼	嘉	18	Mou2008.105.1
弼	鳴	18	Mou2008.105.1
弼	㐬	18	Mou2008.105.1
栗	立	18	Mou2008.105.1
栗	位	18	Mou2008.105.1
栗	遂	18	Mou2008.105.1
栗	季	18	Mou2008.105.1
栗	世	18	Mou2008.105.1
栗	滅	18	Mou2008.105.1
栗	哉	18	Mou2008.105.1
栗	邦	18	Mou2008.105.1
栗	清	18	Mou2008.105.1
栗	臧	18	Mou2008.105.1
栗	松	18	Mou2008.105.1
栗	揚	18	Mou2008.105.1
栗	嘉	18	Mou2008.105.1
栗	鳴	18	Mou2008.105.1
栗	㐬	18	Mou2008.105.1
立	位	18	Mou2008.105.1
立	遂	18	Mou2008.105.1
立	季	18	Mou2008.105.1
立	世	18	Mou2008.105.1
立	滅	18	Mou2008.105.1
立	哉	18	Mou2008.105.1
立	邦	18	Mou2008.105.1
立	清	18	Mou2008.105.1
立	臧	18	Mou2008.105.1
立	松	18	Mou2008.105.1
立	揚	18	Mou2008.105.1
立	嘉	18	Mou2008.105.1
立	鳴	18	Mou2008.105.1
立	㐬	18	Mou2008.105.1
位	遂	18	Mou2008.105.1
位	季	18	Mou2008.105.1
位	世	18	Mou2008.105.1
位	滅	18	Mou2008.105.1
位	哉	18	Mou2008.105.1
位	邦	18	Mou2008.105.1
位	清	18	Mou2008.105.1
位	臧	18	Mou2008.105.1
位	松	18	Mou2008.105.1
位	揚	18	Mou2008.105.1
位	嘉	18	Mou2008.105.1
位	鳴	18	Mou2008.105.1
位	㐬	18	Mou2008.105.1
遂	季	18	Mou2008.105.1
遂	世	18	Mou2008.105.1
遂	滅	18	Mou2008.105.1
遂	哉	18	Mou2008.105.1
遂	邦	18	Mou2008.105.1
遂	清	18	Mou2008.105.1
遂	臧	18	Mou2008.105.1
遂	松	18	Mou2008.105.1
遂	揚	18	Mou2008.105.1
遂	嘉	18	Mou2008.105.1
遂	鳴	18	Mou2008.105.1
遂	㐬	18	Mou2008.105.1
季	世	18	Mou2008.105.1
季	滅	18	Mou2008.105.1
季	哉	18	Mou2008.105.1
季	邦	18	Mou2008.105.1
季	清	18	Mou2008.105.1
季	臧	18	Mou2008.105.1
季	松	18	Mou2008.105.1
季	揚	18	Mou2008.105.1
季	嘉	18	Mou2008.105.1
季	鳴	18	Mou2008.105.1
季	㐬	18	Mou2008.105.1
世	滅	18	Mou2008.105.1
世	哉	18	Mou2008.105.1
世	邦	18	Mou2008.105.1
世	清	18	Mou2008.105.1
世	臧	18	Mou2008.105.1
世	松	18	Mou2008.105.1
世	揚	18	Mou2008.105.1
世	嘉	18	Mou2008.105.1
世	鳴	18	Mou2008.105.1
世	㐬	18	Mou2008.105.1
滅	哉	18	Mou2008.105.1
滅	邦	18	Mou2008.105.1
滅	清	18	Mou2008.105.1
滅	臧	18	Mou2008.105.1
滅	松	18	Mou2008.105.1
滅	揚	18	Mou2008.105.1
滅	嘉	18	Mou2008.105.1
滅	鳴	18	Mou2008.105.1
滅	㐬	18	Mou2008.105.1
哉	邦	18	Mou2008.105.1
哉	清	18	Mou2008.105.1
哉	臧	18	Mou2008.105.1
哉	松	18	Mou2008.105.1
哉	揚	18	Mou2008.105.1
哉	嘉	18	Mou2008.105.1
哉	鳴	18	Mou2008.105.1
哉	㐬	18	Mou2008.105.1
邦	清	18	Mou2008.105.1
邦	臧	18	Mou2008.105.1
邦	松	18	Mou2008.105.1
邦	揚	18	Mou2008.105.1
邦	嘉	18	Mou2008.105.1
邦	鳴	18	Mou2008.105.1
邦	㐬	18	Mou2008.105.1
清	臧	18	Mou2008.105.1
清	松	18	Mou2008.105.1
清	揚	18	Mou2008.105.1
清	嘉	18	Mou2008.105.1
清	鳴	18	Mou2008.105.1
清	㐬	18	Mou2008.105.1
臧	松	18	Mou2008.105.1
臧	揚	18	Mou2008.105.1
臧	嘉	18	Mou2008.105.1
臧	鳴	18	Mou2008.105.1
臧	㐬	18	Mou2008.105.1
松	揚	18	Mou2008.105.1
松	嘉	18	Mou2008.105.1
松	鳴	18	Mou2008.105.1
松	㐬	18	Mou2008.105.1
揚	嘉	18	Mou2008.105.1
揚	鳴	18	Mou2008.105.1
揚	㐬	18	Mou2008.105.1
嘉	鳴	18	Mou2008.105.1
嘉	㐬	18	Mou2008.105.1
鳴	㐬	18	Mou2008.105.1
期	1	其辭曰：於穆皇祖，天挺應期
軌	1	佐時理物，紹縱先軌
子	1	積德勤約，燕于孫子
祉	1	君之群，並時繁祉
已	1	明明君德，令問不已
𠛱	1	高山景行，慕前賢𠛱
止	1	庶同如蘭，意願未止
紀	1	中遭冤夭，不終其紀
寶	1	夙世霣祚，早喪懿寶
里	1	抱器幽潛，永歸蒿里
動	1	痛矣如之，行路感動
㱙	1	黨魂有靈，垂後不㱙
期	軌	12	Mou2008.107.1
期	子	12	Mou2008.107.1
期	祉	12	Mou2008.107.1
期	已	12	Mou2008.107.1
期	𠛱	12	Mou2008.107.1
期	止	12	Mou2008.107.1
期	紀	12	Mou2008.107.1
期	寶	12	Mou2008.107.1
期	里	12	Mou2008.107.1
期	動	12	Mou2008.107.1
期	㱙	12	Mou2008.107.1
軌	子	12	Mou2008.107.1
軌	祉	12	Mou2008.107.1
軌	已	12	Mou2008.107.1
軌	𠛱	12	Mou2008.107.1
軌	止	12	Mou2008.107.1
軌	紀	12	Mou2008.107.1
軌	寶	12	Mou2008.107.1
軌	里	12	Mou2008.107.1
軌	動	12	Mou2008.107.1
軌	㱙	12	Mou2008.107.1
子	祉	12	Mou2008.107.1
子	已	12	Mou2008.107.1
子	𠛱	12	Mou2008.107.1
子	止	12	Mou2008.107.1
子	紀	12	Mou2008.107.1
子	寶	12	Mou2008.107.1
子	里	12	Mou2008.107.1
子	動	12	Mou2008.107.1
子	㱙	12	Mou2008.107.1
祉	已	12	Mou2008.107.1
祉	𠛱	12	Mou2008.107.1
祉	止	12	Mou2008.107.1
祉	紀	12	Mou2008.107.1
祉	寶	12	Mou2008.107.1
祉	里	12	Mou2008.107.1
祉	動	12	Mou2008.107.1
祉	㱙	12	Mou2008.107.1
已	𠛱	12	Mou2008.107.1
已	止	12	Mou2008.107.1
已	紀	12	Mou2008.107.1
已	寶	12	Mou2008.107.1
已	里	12	Mou2008.107.1
已	動	12	Mou2008.107.1
已	㱙	12	Mou2008.107.1
𠛱	止	12	Mou2008.107.1
𠛱	紀	12	Mou2008.107.1
𠛱	寶	12	Mou2008.107.1
𠛱	里	12	Mou2008.107.1
𠛱	動	12	Mou2008.107.1
𠛱	㱙	12	Mou2008.107.1
止	紀	12	Mou2008.107.1
止	寶	12	Mou2008.107.1
止	里	12	Mou2008.107.1
止	動	12	Mou2008.107.1
止	㱙	12	Mou2008.107.1
紀	寶	12	Mou2008.107.1
紀	里	12	Mou2008.107.1
紀	動	12	Mou2008.107.1
紀	㱙	12	Mou2008.107.1
寶	里	12	Mou2008.107.1
寶	動	12	Mou2008.107.1
寶	㱙	12	Mou2008.107.1
里	動	12	Mou2008.107.1
里	㱙	12	Mou2008.107.1
動	㱙	12	Mou2008.107.1
國	1	乃刊斯石，曰：赫赫明后，柔嘉惟則，克長克君，牧守三國
德	1	三國清平，詠歌懿德
稙	1	瑞降豐稔，民以貨稙
服	1	威恩竝隆，遠人賓服
直	1	鐉山浚瀆，路以安直
福	1	繼禹之迹，亦世賴福
國	德	6	Mou2008.108.1
國	稙	6	Mou2008.108.1
國	服	6	Mou2008.108.1
國	直	6	Mou2008.108.1
國	福	6	Mou2008.108.1
德	稙	6	Mou2008.108.1
德	服	6	Mou2008.108.1
德	直	6	Mou2008.108.1
德	福	6	Mou2008.108.1
稙	服	6	Mou2008.108.1
稙	直	6	Mou2008.108.1
稙	福	6	Mou2008.108.1
服	直	6	Mou2008.108.1
服	福	6	Mou2008.108.1
直	福	6	Mou2008.108.1
胄	1	其辭曰：穆穆我君，大聖之胄
秀	1	惇懿允元，叡其玄秀
良	1	惟嶽降精，誕生忠良
方	1	克明王道，辯物居方
名	1	周□□□，□也名
清	1	朝無秕政，直哉惟清
成	1	出統華夏，化以典成
庭	1	□猾殄迸，賢倚□庭
征	1	帝重乃勛，自□□征
程	1	□□之翰，先民是程
貞	1	宜乎三事，金鉉利貞
惻	1	而絜《白駒》，俾世憤惻
極	1	當享眉耉，莫匪爾極
意	1	大□□□，邈矣不意
息	1	于嗟悲兮，□□□息
力	1	庶幾，復焉所力
存	1	咨乎不朽，沒而德存
天	1	伊尹之休，格于皇天
青	1	惟我君績，表于丹青
竝	1	永永無沂，與日月竝
靈	1	于嗟□□，于以慰靈
胄	秀	21	Mou2008.109.1
胄	良	21	Mou2008.109.1
胄	方	21	Mou2008.109.1
胄	名	21	Mou2008.109.1
胄	清	21	Mou2008.109.1
胄	成	21	Mou2008.109.1
胄	庭	21	Mou2008.109.1
胄	征	21	Mou2008.109.1
胄	程	21	Mou2008.109.1
胄	貞	21	Mou2008.109.1
胄	惻	21	Mou2008.109.1
胄	極	21	Mou2008.109.1
胄	意	21	Mou2008.109.1
胄	息	21	Mou2008.109.1
胄	力	21	Mou2008.109.1
胄	存	21	Mou2008.109.1
胄	天	21	Mou2008.109.1
胄	青	21	Mou2008.109.1
胄	竝	21	Mou2008.109.1
胄	靈	21	Mou2008.109.1
秀	良	21	Mou2008.109.1
秀	方	21	Mou2008.109.1
秀	名	21	Mou2008.109.1
秀	清	21	Mou2008.109.1
秀	成	21	Mou2008.109.1
秀	庭	21	Mou2008.109.1
秀	征	21	Mou2008.109.1
秀	程	21	Mou2008.109.1
秀	貞	21	Mou2008.109.1
秀	惻	21	Mou2008.109.1
秀	極	21	Mou2008.109.1
秀	意	21	Mou2008.109.1
