結	38
溢	0
疾	1
游	34
丘	1
流	44
期	79
滋	21
施	18
此	23
有	325
離	32
覆	3
洽	1
修	1
昆	0
延	4
人	650
泥	麗	0
距	碭	0
距	騎	0
距	狩	0
距	霜	0
距	登	0
距	惡	0
距	難	0.022727272727272728
距	光	0.022727272727272728
距	荒	0
距	強	0
距	霜	0.022727272727272728
距	方	0
距	通	0.022727272727272728
距	常	0
距	綱	0
距	章	0
距	明	0
距	情	0
距	榮	0
距	縱	0
距	皇	0
距	通	0.022727272727272728
距	㢕	0
距	同	0
距	功	0
距	誦	0
距	易	0
距	歸	0
距	麗	0
碭	騎	0
碭	狩	0
碭	霜	0
碭	登	0
碭	惡	0
碭	難	0.022727272727272728
碭	光	0.022727272727272728
碭	荒	0
碭	強	0
碭	霜	0.022727272727272728
碭	方	0
碭	通	0.022727272727272728
碭	常	0
碭	綱	0
碭	章	0
碭	明	0
碭	情	0
碭	榮	0
碭	縱	0
碭	皇	0
碭	通	0.022727272727272728
碭	㢕	0
碭	同	0
碭	功	0
碭	誦	0
碭	易	0
碭	歸	0
碭	麗	0
騎	狩	0
騎	霜	0
騎	登	0
騎	惡	0
騎	難	0.022727272727272728
騎	光	0.022727272727272728
騎	荒	0
騎	強	0
騎	霜	0.022727272727272728
騎	方	0
騎	通	0.022727272727272728
騎	常	0
騎	綱	0
騎	章	0
騎	明	0
騎	情	0
騎	榮	0
騎	縱	0
騎	皇	0
騎	通	0.022727272727272728
騎	㢕	0
騎	同	0
騎	功	0
騎	誦	0
騎	易	0
騎	歸	0
騎	麗	0
狩	霜	0
狩	登	0
狩	惡	0
狩	難	0.022727272727272728
狩	光	0.022727272727272728
狩	荒	0
狩	強	0
狩	霜	0.022727272727272728
狩	方	0
狩	通	0.022727272727272728
狩	常	0
狩	綱	0
狩	章	0
狩	明	0
狩	情	0
狩	榮	0
狩	縱	0
狩	皇	0
狩	通	0.022727272727272728
狩	㢕	0
狩	同	0
狩	功	0
狩	誦	0
狩	易	0
狩	歸	0
狩	麗	0
霜	登	0
霜	惡	0
霜	難	0.022727272727272728
霜	光	0.1
霜	荒	0
霜	強	0
霜	霜	0
霜	方	0.1
霜	通	0.022727272727272728
霜	常	0
霜	綱	0
霜	章	0
霜	明	0
霜	情	0
霜	榮	0
霜	縱	0
霜	皇	0.1
霜	通	0.022727272727272728
霜	㢕	0
霜	同	0
霜	功	0
霜	誦	0
霜	易	0
霜	歸	0.041666666666666664
霜	麗	0
登	惡	0
登	難	0.022727272727272728
登	光	0.022727272727272728
登	荒	0
登	強	0
登	霜	0.022727272727272728
登	方	0
登	通	0.022727272727272728
登	常	0
登	綱	0
登	章	0
登	明	0
登	情	0
登	榮	0
登	縱	0
登	皇	0
登	通	0.022727272727272728
登	㢕	0
登	同	0
登	功	0
登	誦	0
登	易	0
登	歸	0
登	麗	0
惡	難	0.022727272727272728
惡	光	0.022727272727272728
惡	荒	0
惡	強	0
惡	霜	0.022727272727272728
惡	方	0
惡	通	0.022727272727272728
惡	常	0
惡	綱	0
惡	章	0
惡	明	0
惡	情	0
惡	榮	0
惡	縱	0
惡	皇	0
惡	通	0.022727272727272728
惡	㢕	0
惡	同	0
惡	功	0
惡	誦	0
惡	易	0
惡	歸	0
惡	麗	0
難	光	0.022727272727272728
難	荒	0.022727272727272728
難	強	0.022727272727272728
難	霜	0.022727272727272728
難	方	0.022727272727272728
難	通	0.022727272727272728
難	常	0.022727272727272728
難	綱	0.022727272727272728
難	章	0.022727272727272728
難	明	0.022727272727272728
難	情	0.022727272727272728
難	榮	0.022727272727272728
難	縱	0.022727272727272728
難	皇	0.022727272727272728
難	通	0.022727272727272728
難	㢕	0.022727272727272728
難	同	0.022727272727272728
難	功	0.022727272727272728
難	誦	0.022727272727272728
難	易	0.022727272727272728
難	歸	0.022727272727272728
難	麗	0.022727272727272728
光	荒	0.045454545454545456
光	強	0.022727272727272728
光	霜	0.1
光	方	0.1
光	通	0.03225806451612903
光	常	0.09090909090909091
光	綱	0.022727272727272728
光	章	0.25
光	明	0.3333333333333333
光	情	0.022727272727272728
光	榮	0.022727272727272728
光	縱	0.022727272727272728
光	皇	0.1
光	通	0.03225806451612903
光	㢕	0.022727272727272728
光	同	0.045454545454545456
光	功	0.03225806451612903
光	誦	0.03225806451612903
光	易	0.022727272727272728
光	歸	0.1111111111111111
光	麗	0.022727272727272728
荒	強	0
荒	霜	0.022727272727272728
荒	方	0
荒	通	0.022727272727272728
荒	常	0.037037037037037035
荒	綱	0
荒	章	0
荒	明	0
荒	情	0
荒	榮	0
荒	縱	0
荒	皇	0
荒	通	0.022727272727272728
荒	㢕	0
荒	同	0.045454545454545456
荒	功	0
荒	誦	0
荒	易	0
荒	歸	0
荒	麗	0
強	霜	0.022727272727272728
強	方	0
強	通	0.022727272727272728
強	常	0
強	綱	0
強	章	0
強	明	0
強	情	0
強	榮	0
強	縱	0
強	皇	0
強	通	0.022727272727272728
強	㢕	0
強	同	0
強	功	0
強	誦	0
強	易	0
強	歸	0
強	麗	0
霜	方	0.1
霜	通	0.022727272727272728
霜	常	0.022727272727272728
霜	綱	0.022727272727272728
霜	章	0.022727272727272728
霜	明	0.022727272727272728
霜	情	0.022727272727272728
霜	榮	0.022727272727272728
霜	縱	0.022727272727272728
霜	皇	0.1
霜	通	0.022727272727272728
霜	㢕	0.022727272727272728
霜	同	0.022727272727272728
霜	功	0.022727272727272728
霜	誦	0.022727272727272728
霜	易	0.022727272727272728
霜	歸	0.041666666666666664
霜	麗	0.022727272727272728
方	通	0.022727272727272728
方	常	0
方	綱	0
方	章	0.14285714285714285
方	明	0.14285714285714285
方	情	0
方	榮	0
方	縱	0
方	皇	0.1
方	通	0.022727272727272728
方	㢕	0
方	同	0.2
方	功	0
方	誦	0
方	易	0
方	歸	0
方	麗	0.043478260869565216
通	常	0.022727272727272728
通	綱	0.022727272727272728
通	章	0.022727272727272728
通	明	0.022727272727272728
通	情	0.022727272727272728
通	榮	0.022727272727272728
通	縱	0.022727272727272728
通	皇	0.022727272727272728
通	通	0
通	㢕	0.022727272727272728
通	同	0.25
通	功	0.16666666666666666
通	誦	0.03225806451612903
通	易	0.022727272727272728
通	歸	0.022727272727272728
通	麗	0.022727272727272728
常	綱	0
常	章	0.14285714285714285
常	明	0.25
常	情	0
常	榮	0
常	縱	0
常	皇	0
常	通	0.022727272727272728
常	㢕	0
常	同	0.02702702702702703
常	功	0
常	誦	0
常	易	0
常	歸	0
常	麗	0
綱	章	0.2
綱	明	0
綱	情	0
綱	榮	0
綱	縱	0
綱	皇	0
綱	通	0.022727272727272728
綱	㢕	0
綱	同	0
綱	功	0
綱	誦	0
綱	易	0
綱	歸	0
綱	麗	0
章	明	0.14285714285714285
章	情	0
章	榮	0
章	縱	0
章	皇	0
章	通	0.022727272727272728
章	㢕	0
章	同	0
章	功	0
章	誦	0
章	易	0
章	歸	0
章	麗	0
明	情	0.06666666666666667
明	榮	0
明	縱	0
明	皇	0.14285714285714285
明	通	0.022727272727272728
明	㢕	0
明	同	0.2
明	功	0
明	誦	0
明	易	0.5
明	歸	0
明	麗	0
情	榮	0
情	縱	0
情	皇	0
情	通	0.022727272727272728
情	㢕	0
情	同	0
情	功	0
情	誦	0
情	易	0
情	歸	0
情	麗	0
榮	縱	0
榮	皇	0
榮	通	0.022727272727272728
榮	㢕	0
榮	同	0
榮	功	0
榮	誦	0
榮	易	0
榮	歸	0
榮	麗	0
縱	皇	0
縱	通	0.022727272727272728
縱	㢕	0
縱	同	0
縱	功	0
縱	誦	0
縱	易	0
縱	歸	0
縱	麗	0
皇	通	0.022727272727272728
皇	㢕	0
皇	同	0
皇	功	0
皇	誦	0
皇	易	0
皇	歸	0
皇	麗	0
通	㢕	0.022727272727272728
通	同	0.25
通	功	0.16666666666666666
通	誦	0.03225806451612903
通	易	0.022727272727272728
通	歸	0.022727272727272728
通	麗	0.022727272727272728
㢕	同	0
㢕	功	0
㢕	誦	0
㢕	易	0
㢕	歸	0
㢕	麗	0
同	功	0.16666666666666666
同	誦	0
同	易	0
同	歸	0
同	麗	0
功	誦	0.03225806451612903
功	易	0
功	歸	0
功	麗	0
誦	易	0
誦	歸	0
誦	麗	0
易	歸	0
易	麗	0
歸	麗	0
淑	0
備	60
讓	55
召	0
巷	0
命	106
紼	0
淑	備	0
淑	讓	0
淑	召	0
淑	巷	0
淑	命	0
淑	紼	0
備	讓	0.017543859649122806
備	召	0
備	巷	0
備	命	0.017543859649122806
備	紼	0
讓	召	0
讓	巷	0
讓	命	0.017543859649122806
讓	紼	0
召	巷	0
召	命	0
召	紼	0
巷	命	0
巷	紼	0
命	紼	0
仆	0
立	47
運	0
配	0
瑛	0
廎	0
道	324
哀	17
歸	219
仆	立	0
仆	運	0
仆	配	0
仆	瑛	0
仆	廎	0
仆	道	0
仆	哀	0
仆	歸	0
立	運	0
立	配	0
立	瑛	0
立	廎	0
立	道	0.03225806451612903
立	哀	0
立	歸	0
運	配	0
運	瑛	0
運	廎	0
運	道	0
運	哀	0
運	歸	0
配	瑛	0
配	廎	0
配	道	0
配	哀	0
配	歸	0
瑛	廎	0
瑛	道	0
瑛	哀	0
瑛	歸	0
廎	道	0
廎	哀	0
廎	歸	0
道	哀	0
道	歸	0
哀	歸	0.1111111111111111
卦	0
孝	2
授	5
王	1035
作	191
來	88
代	0
世	103
圖	1
義	0
君	302
族	1
樂	180
宇	26
熹	30
解	4
汙	0
堂	291
和	32
誠	11
福	33
紫	0
銘	8
蕩	7
窮	50
卦	孝	0
卦	授	0
卦	王	0
卦	作	0
卦	來	0
卦	代	0
卦	世	0
卦	圖	0
卦	義	0
卦	君	0
卦	族	0
卦	樂	0
卦	宇	0
卦	熹	0
卦	解	0
卦	汙	0
卦	堂	0
卦	和	0
卦	誠	0
卦	福	0
卦	紫	0
卦	銘	0
卦	蕩	0
卦	窮	0
孝	授	0
孝	王	0
孝	作	0
孝	來	0
孝	代	0
孝	世	0
孝	圖	0
孝	義	0
孝	君	0
孝	族	0
孝	樂	0
孝	宇	0
孝	熹	0
孝	解	0
孝	汙	0
孝	堂	0
孝	和	0
孝	誠	0
孝	福	0
孝	紫	0
孝	銘	0
孝	蕩	0
孝	窮	0
授	王	0
授	作	0
授	來	0
授	代	0
授	世	0
授	圖	0
授	義	0
授	君	0
授	族	0
授	樂	0
授	宇	0
授	熹	0
授	解	0
授	汙	0
授	堂	0
授	和	0
授	誠	0
授	福	0
授	紫	0
授	銘	0
授	蕩	0
授	窮	0
王	作	0.5
王	來	0
王	代	0
王	世	0
王	圖	0
王	義	0
王	君	0.5
王	族	0
王	樂	0
王	宇	0
王	熹	0
王	解	0
王	汙	0
王	堂	0.07142857142857142
王	和	0.2
王	誠	0
王	福	0
王	紫	0
王	銘	0
王	蕩	0
王	窮	0
作	來	0
作	代	0
作	世	0.02702702702702703
作	圖	0
作	義	0
作	君	0
作	族	0
作	樂	0
作	宇	0
作	熹	0
作	解	0
作	汙	0
作	堂	0
作	和	0
作	誠	0
作	福	0
作	紫	0
作	銘	0
作	蕩	0
作	窮	0
來	代	0
來	世	0
來	圖	0
來	義	0
來	君	0
來	族	0
來	樂	0
來	宇	0
來	熹	0
來	解	0
來	汙	0
來	堂	0
來	和	0
來	誠	0
來	福	0
來	紫	0
來	銘	0
來	蕩	0
來	窮	0
代	世	0
代	圖	0
代	義	0
代	君	0
代	族	0
代	樂	0
代	宇	0
代	熹	0
代	解	0
代	汙	0
代	堂	0
代	和	0
代	誠	0
代	福	0
代	紫	0
代	銘	0
代	蕩	0
代	窮	0
世	圖	0
世	義	0
世	君	0.045454545454545456
世	族	0
世	樂	0
世	宇	0
世	熹	0
世	解	0
世	汙	0
世	堂	0
世	和	0
世	誠	0
世	福	0.1
世	紫	0
世	銘	0
世	蕩	0
世	窮	0
圖	義	0
圖	君	0
圖	族	0
圖	樂	0
圖	宇	0
圖	熹	0
圖	解	0
圖	汙	0
圖	堂	0
圖	和	0
圖	誠	0
圖	福	0
圖	紫	0
圖	銘	0
圖	蕩	0
圖	窮	0
義	君	0
義	族	0
義	樂	0
義	宇	0
義	熹	0
義	解	0
義	汙	0
義	堂	0
義	和	0
義	誠	0
義	福	0
義	紫	0
義	銘	0
義	蕩	0
義	窮	0
君	族	0
君	樂	0
君	宇	0
君	熹	0.03571428571428571
君	解	0
君	汙	0
君	堂	0
君	和	0
君	誠	0
君	福	0
君	紫	0
君	銘	0
君	蕩	0
君	窮	0
族	樂	0
族	宇	0
族	熹	0
族	解	0
族	汙	0
族	堂	0
族	和	0
族	誠	0
族	福	0
族	紫	0
族	銘	0
族	蕩	0
族	窮	0
樂	宇	0
樂	熹	0
樂	解	0
樂	汙	0
樂	堂	0.041666666666666664
樂	和	0
樂	誠	0
樂	福	0
樂	紫	0
樂	銘	0
樂	蕩	0
樂	窮	0
宇	熹	0
宇	解	0
宇	汙	0
宇	堂	0.05555555555555555
宇	和	0
宇	誠	0
宇	福	0.3333333333333333
宇	紫	0
宇	銘	0
宇	蕩	0
宇	窮	0
熹	解	0
熹	汙	0
熹	堂	0
熹	和	0
熹	誠	0
熹	福	0
熹	紫	0
熹	銘	0
熹	蕩	0
熹	窮	0
解	汙	0
解	堂	0
解	和	0
解	誠	0
解	福	0
解	紫	0
解	銘	0
解	蕩	0
解	窮	0
汙	堂	0
汙	和	0
汙	誠	0
汙	福	0
汙	紫	0
汙	銘	0
汙	蕩	0
汙	窮	0
堂	和	0
堂	誠	0
堂	福	0
堂	紫	0
堂	銘	0
堂	蕩	0.14285714285714285
堂	窮	0
和	誠	0
和	福	0
和	紫	0
和	銘	0
和	蕩	0
和	窮	0
誠	福	0
誠	紫	0
誠	銘	0
誠	蕩	0
誠	窮	0
福	紫	0
福	銘	0
福	蕩	0
福	窮	0
紫	銘	0
紫	蕩	0
紫	窮	0
銘	蕩	0
銘	窮	0
蕩	窮	0
德	181
力	824
則	99
式	30
勖	30
服	1036
特	0
得	53
沛	23
直	4
告	6
毓	0
極	481
勒	0
德	力	0.14285714285714285
德	則	0.037037037037037035
德	式	0
德	勖	0
德	服	1.0
德	特	0
德	得	0
德	沛	0
德	直	0
德	告	0
德	毓	0
德	極	0.3333333333333333
德	勒	0
力	則	0.03225806451612903
力	式	0.03225806451612903
力	勖	0.03225806451612903
力	服	0.14285714285714285
力	特	0
力	得	0
力	沛	0
力	直	0
力	告	0
力	毓	0
力	極	0.03225806451612903
力	勒	0
則	式	0.03225806451612903
則	勖	0.03225806451612903
則	服	0.037037037037037035
則	特	0
則	得	1.0
則	沛	0
則	直	0
則	告	0
則	毓	0
則	極	1.0
則	勒	0
式	勖	0.03225806451612903
式	服	0
式	特	0
式	得	0
式	沛	0
式	直	0
式	告	0
式	毓	0
式	極	0.03225806451612903
式	勒	0
勖	服	0
勖	特	0
勖	得	0
勖	沛	0
勖	直	0
勖	告	0
勖	毓	0
勖	極	0.03225806451612903
勖	勒	0
服	特	0
服	得	0.25
服	沛	0
服	直	0
服	告	0
服	毓	0
服	極	0.1
服	勒	0
特	得	0
特	沛	0
特	直	0
特	告	0
特	毓	0
特	極	0
特	勒	0
得	沛	0
得	直	0
得	告	0
得	毓	0
得	極	1.0
得	勒	0
沛	直	0
沛	告	0
沛	毓	0
沛	極	0
沛	勒	0
直	告	0
直	毓	0
直	極	0
直	勒	0
告	毓	0
告	極	0
告	勒	0
毓	極	0
毓	勒	0
極	勒	0
則	112
軄	0
則	軄	0
名	106
報	15
聲	90
名	報	0
名	聲	0
報	聲	0
逝	13
遠	37
强	28
夜	73
瀆	0
府	0
祀	21
弛	0
興	41
岡	67
敬	0
和	56
慶	29
駕	9
軌	2
賜	0
樂	204
逝	遠	0
逝	强	0
逝	夜	0
逝	瀆	0
逝	府	0
逝	祀	0
逝	弛	0
逝	興	0
逝	岡	0
逝	敬	0
逝	和	0
逝	慶	0
逝	駕	0
逝	軌	0
逝	賜	0
逝	樂	0
遠	强	0
遠	夜	0
遠	瀆	0
遠	府	0
遠	祀	0
遠	弛	0
遠	興	0
遠	岡	0
遠	敬	0
遠	和	0
遠	慶	0
遠	駕	0
遠	軌	0
遠	賜	0
遠	樂	0
强	夜	0
强	瀆	0
强	府	0
强	祀	0
强	弛	0
强	興	0
强	岡	0
强	敬	0
强	和	0
强	慶	0
强	駕	0
强	軌	0
强	賜	0
强	樂	0
夜	瀆	0
夜	府	0
夜	祀	0
夜	弛	0
夜	興	0
夜	岡	0
夜	敬	0
夜	和	0
夜	慶	0.037037037037037035
夜	駕	0
夜	軌	0
夜	賜	0
夜	樂	0
瀆	府	0
瀆	祀	0
瀆	弛	0
瀆	興	0
瀆	岡	0
瀆	敬	0
瀆	和	0
瀆	慶	0
瀆	駕	0
瀆	軌	0
瀆	賜	0
瀆	樂	0
府	祀	0
府	弛	0
府	興	0
府	岡	0
府	敬	0
府	和	0
府	慶	0
府	駕	0
府	軌	0
府	賜	0
府	樂	0
祀	弛	0
祀	興	0
祀	岡	0
祀	敬	0
祀	和	0
祀	慶	0
祀	駕	0
祀	軌	0
祀	賜	0
祀	樂	0.16666666666666666
弛	興	0
弛	岡	0
弛	敬	0
弛	和	0
弛	慶	0
弛	駕	0
弛	軌	0
弛	賜	0
弛	樂	0
興	岡	0
興	敬	0
興	和	0
興	慶	0
興	駕	0
興	軌	0
興	賜	0
興	樂	0
岡	敬	0
岡	和	0
岡	慶	0
岡	駕	0
岡	軌	0
岡	賜	0
岡	樂	0
敬	和	0
敬	慶	0
敬	駕	0
敬	軌	0
敬	賜	0
敬	樂	0
和	慶	0
和	駕	0
和	軌	0
和	賜	0
和	樂	0.041666666666666664
慶	駕	0
慶	軌	0
慶	賜	0
慶	樂	0
駕	軌	0
駕	賜	0
駕	樂	0
軌	賜	0
軌	樂	0
賜	樂	0
句	0
簿	20
微	37
斯	5
何	62
悲	137
仲	0
秋	27
立	55
秀	12
疾	18
命	112
言	111
恩	76
封	3
祠	20
恙	0
竟	565
分	17
存	24
塵	33
門	79
昏	0
驎	0
年	283
泉	388
恩	76
句	簿	0
句	微	0
句	斯	0
句	何	0
句	悲	0
句	仲	0
句	秋	0
句	立	0
句	秀	0
句	疾	0
句	命	0
句	言	0
句	恩	0
句	封	0
句	祠	0
句	恙	0
句	竟	0
句	分	0
句	存	0
句	塵	0
句	門	0
句	昏	0
句	驎	0
句	年	0
句	泉	0
句	恩	0.038461538461538464
簿	微	0
簿	斯	0
簿	何	0
簿	悲	0
簿	仲	0
簿	秋	0
簿	立	0
簿	秀	0
簿	疾	0
簿	命	0
簿	言	0
簿	恩	0
簿	封	0
簿	祠	0.045454545454545456
簿	恙	0
簿	竟	0
簿	分	0
簿	存	0
簿	塵	0
簿	門	0
簿	昏	0
簿	驎	0
簿	年	0
簿	泉	0
簿	恩	0.038461538461538464
微	斯	0
微	何	0
微	悲	0.3333333333333333
微	仲	0
微	秋	0
微	立	0
微	秀	0
微	疾	0
微	命	0
微	言	0
微	恩	0
微	封	0
微	祠	0
微	恙	0
微	竟	0
微	分	0
微	存	0
微	塵	0
微	門	0
微	昏	0
微	驎	0
微	年	0
微	泉	0
微	恩	0.038461538461538464
斯	何	0
斯	悲	0
斯	仲	0
斯	秋	0
斯	立	0
斯	秀	0
斯	疾	0
斯	命	0
斯	言	0
斯	恩	0
斯	封	0
斯	祠	0
斯	恙	0
斯	竟	0
斯	分	0
斯	存	0
斯	塵	0
斯	門	0
斯	昏	0
斯	驎	0
斯	年	0
斯	泉	0
斯	恩	0.038461538461538464
何	悲	0
何	仲	0
何	秋	0
何	立	0
何	秀	0
何	疾	0
何	命	0
何	言	0
何	恩	0
何	封	0
何	祠	0
何	恙	0
何	竟	0
何	分	0
何	存	0
何	塵	0
何	門	0
何	昏	0
何	驎	0
何	年	0
何	泉	0
何	恩	0.038461538461538464
悲	仲	0
悲	秋	0
悲	立	0
悲	秀	0
悲	疾	0
悲	命	0
悲	言	0.1
悲	恩	0
悲	封	0
悲	祠	0
悲	恙	0
悲	竟	0
悲	分	0
悲	存	0
悲	塵	0
悲	門	0
悲	昏	0
悲	驎	0
悲	年	0
悲	泉	0
悲	恩	0.038461538461538464
仲	秋	0
仲	立	0
仲	秀	0
仲	疾	0
仲	命	0
仲	言	0
仲	恩	0
仲	封	0
仲	祠	0
仲	恙	0
仲	竟	0
仲	分	0
仲	存	0
仲	塵	0
仲	門	0
仲	昏	0
仲	驎	0
仲	年	0
仲	泉	0
仲	恩	0.038461538461538464
秋	立	0
秋	秀	0
秋	疾	0
秋	命	0
秋	言	0
秋	恩	0
秋	封	0
秋	祠	0
秋	恙	0
秋	竟	0
秋	分	0
秋	存	0
秋	塵	0
秋	門	0
秋	昏	0
秋	驎	0
秋	年	0
秋	泉	0
秋	恩	0.038461538461538464
立	秀	0
立	疾	0
立	命	0
立	言	0
立	恩	0
立	封	0
立	祠	0
立	恙	0
立	竟	0
立	分	0
立	存	0
立	塵	0
立	門	0
立	昏	0
立	驎	0
立	年	1.0
立	泉	0
立	恩	0.038461538461538464
秀	疾	0
秀	命	0
秀	言	0
秀	恩	0
秀	封	0
秀	祠	0
秀	恙	0
秀	竟	0
秀	分	0
秀	存	0
秀	塵	0
秀	門	0
秀	昏	0
秀	驎	0
秀	年	0
秀	泉	0
秀	恩	0.038461538461538464
疾	命	0
疾	言	0
疾	恩	0
疾	封	0
疾	祠	0
疾	恙	0
疾	竟	0
疾	分	0
疾	存	0
疾	塵	0
疾	門	0
疾	昏	0
疾	驎	0
疾	年	0
疾	泉	0
疾	恩	0.038461538461538464
命	言	0
命	恩	0.017543859649122806
命	封	0
命	祠	0
命	恙	0
命	竟	0.2
命	分	0
命	存	0
命	塵	0
命	門	0
命	昏	0
命	驎	0
命	年	0
命	泉	0
命	恩	0.017543859649122806
言	恩	0
言	封	0
言	祠	0
言	恙	0
言	竟	0
言	分	0
言	存	0
言	塵	0
言	門	0
言	昏	0
言	驎	0
言	年	0
言	泉	0
言	恩	0.038461538461538464
恩	封	0
恩	祠	0
恩	恙	0
恩	竟	0.017543859649122806
恩	分	0.2
恩	存	0
恩	塵	0
恩	門	0.2
恩	昏	0
恩	驎	0
恩	年	0
恩	泉	0
恩	恩	0
封	祠	0
封	恙	0
封	竟	0
封	分	0
封	存	0
封	塵	0
封	門	0
封	昏	0
封	驎	0
封	年	0
封	泉	0
封	恩	0.038461538461538464
祠	恙	0
祠	竟	0
祠	分	0
祠	存	0
祠	塵	0
祠	門	0
祠	昏	0
祠	驎	0
祠	年	0
祠	泉	0
祠	恩	0.038461538461538464
恙	竟	0
恙	分	0
恙	存	0
恙	塵	0
恙	門	0
恙	昏	0
恙	驎	0
恙	年	0
恙	泉	0
恙	恩	0.038461538461538464
竟	分	0
竟	存	0
竟	塵	0
竟	門	0
竟	昏	0
竟	驎	0
竟	年	0.5
竟	泉	0
竟	恩	0.017543859649122806
分	存	0
分	塵	0
分	門	0.2
分	昏	0
分	驎	0
分	年	0
分	泉	0
分	恩	0.2
存	塵	0
存	門	0
存	昏	0
存	驎	0
存	年	0
存	泉	0
存	恩	0.038461538461538464
塵	門	0
塵	昏	0
塵	驎	0
塵	年	0
塵	泉	0.041666666666666664
塵	恩	0.038461538461538464
門	昏	0
門	驎	0
門	年	0.022727272727272728
門	泉	0
門	恩	0.2
昏	驎	0
昏	年	0
昏	泉	0
昏	恩	0.038461538461538464
驎	年	0
驎	泉	0
驎	恩	0.038461538461538464
年	泉	0.5
年	恩	0.038461538461538464
泉	恩	0.038461538461538464
龍	353
通	81
雙	58
光	1097
疆	196
方	300
章	1150
忘	757
龍	通	1.0
龍	雙	1.0
龍	光	0.25
龍	疆	0.25
龍	方	0
龍	章	0
龍	忘	0
通	雙	0
通	光	0.03225806451612903
通	疆	0
通	方	0.022727272727272728
通	章	0.022727272727272728
通	忘	0.03225806451612903
雙	光	0
雙	疆	0.2
雙	方	0.16666666666666666
雙	章	0
雙	忘	0
光	疆	0
光	方	0.1
光	章	0.25
光	忘	0.3333333333333333
疆	方	0.16666666666666666
疆	章	0
疆	忘	0.2
方	章	0.14285714285714285
方	忘	0.1
章	忘	0.25
光	1104
彰	10
是	35
明	2207
康	9
方	307
行	257
觥	0
皇	447
榮	141
聽	20
敶	0
名	108
聲	92
光	彰	0.1
光	是	0
光	明	0.3333333333333333
光	康	0
光	方	0.1
光	行	0.25
光	觥	0
光	皇	0.1
光	榮	0.022727272727272728
光	聽	0
光	敶	0
光	名	0
光	聲	0
彰	是	0
彰	明	0
彰	康	0
彰	方	0.1
彰	行	0
彰	觥	0
彰	皇	0
彰	榮	0
彰	聽	0
彰	敶	0
彰	名	0
彰	聲	0
是	明	0
是	康	0
是	方	0
是	行	0
是	觥	0
是	皇	0
是	榮	0
是	聽	0
是	敶	0
是	名	0
是	聲	0
明	康	0
明	方	0.14285714285714285
明	行	0.2
明	觥	0
明	皇	0.14285714285714285
明	榮	0.022727272727272728
明	聽	0
明	敶	0
明	名	0.25
明	聲	0
康	方	0
康	行	0.125
康	觥	0
康	皇	0
康	榮	0
康	聽	0
康	敶	0
康	名	0
康	聲	0
方	行	0.16666666666666666
方	觥	0
方	皇	0.1
方	榮	0.022727272727272728
方	聽	0
方	敶	0
方	名	1.0
方	聲	0
行	觥	0
行	皇	0.16666666666666666
行	榮	0
行	聽	0
行	敶	0
行	名	0.07142857142857142
行	聲	0
觥	皇	0
觥	榮	0
觥	聽	0
觥	敶	0
觥	名	0
觥	聲	0
皇	榮	0.022727272727272728
皇	聽	0
皇	敶	0
皇	名	0
皇	聲	0
榮	聽	0
榮	敶	0
榮	名	0
榮	聲	0.25
聽	敶	0
聽	名	0
聽	聲	0.2
敶	名	0
敶	聲	0
名	聲	0.5
蒼	4
陽	1250
桑	23
光	1117
梁	32
昌	1045
方	320
亢	0
康	22
堂	315
望	44
章	1157
場	7
芳	41
祥	13
疆	203
蒼	陽	0
蒼	桑	0
蒼	光	0
蒼	梁	0
蒼	昌	0
蒼	方	0
蒼	亢	0
蒼	康	0
蒼	堂	0
蒼	望	0
蒼	章	0
蒼	場	0
蒼	芳	0
蒼	祥	0
蒼	疆	0
陽	桑	0
陽	光	0.125
陽	梁	0
陽	昌	0.3333333333333333
陽	方	0.25
陽	亢	0
陽	康	0
陽	堂	0.125
陽	望	0
陽	章	0.3333333333333333
陽	場	0.125
陽	芳	0
陽	祥	0
陽	疆	0
桑	光	0.09090909090909091
桑	梁	0
桑	昌	0
桑	方	0
桑	亢	0
桑	康	0
桑	堂	0.09090909090909091
桑	望	0
桑	章	0
桑	場	0
桑	芳	0
桑	祥	0
桑	疆	0
光	梁	0
光	昌	0.5
光	方	0.1
光	亢	0
光	康	0.07692307692307693
光	堂	0.14285714285714285
光	望	0.14285714285714285
光	章	0.25
光	場	0
光	芳	0.125
光	祥	0.07692307692307693
光	疆	0.14285714285714285
梁	昌	0
梁	方	0
梁	亢	0
梁	康	0
梁	堂	0
梁	望	0.2
梁	章	0.14285714285714285
梁	場	0
梁	芳	0
梁	祥	0
梁	疆	0
昌	方	1.0
昌	亢	0
昌	康	0
昌	堂	0
昌	望	0
昌	章	0.2
昌	場	0
昌	芳	0
昌	祥	0
昌	疆	0.2
方	亢	0
方	康	0.07692307692307693
方	堂	0.043478260869565216
方	望	0.043478260869565216
方	章	0.14285714285714285
方	場	0
方	芳	0.043478260869565216
方	祥	0
方	疆	0.16666666666666666
亢	康	0
亢	堂	0
亢	望	0
亢	章	0
亢	場	0
亢	芳	0
亢	祥	0
亢	疆	0
康	堂	0.125
康	望	0
康	章	0
康	場	0
康	芳	0
康	祥	0
康	疆	0
堂	望	0.043478260869565216
堂	章	0
堂	場	0
堂	芳	0.043478260869565216
堂	祥	0
堂	疆	0
望	章	0
望	場	0
望	芳	0.043478260869565216
望	祥	0
望	疆	0
章	場	0.125
章	芳	0
